ID	age	sex	n_babies	site	year	pop_size	weight
552	3	m	0	1	1993	164	3.060372443261935
553	2	m	1	2	1993	164	2.443437092829331
556	0	m	2	3	1993	164	2.0295837700875685
558	0	m	2	2	1993	164	0.8136884673186744
576	2	m	2	2	1993	164	5.245395242221976
578	7	m	0	3	1993	164	5.104118613190563
579	0	f	1	1	1993	164	3.660837522537328
585	1	f	0	2	1993	164	4.958037222065659
592	9	m	0	1	1993	164	5.450803354365192
594	8	m	0	1	1993	164	6.180808625179031
599	5	m	2	3	1993	164	3.272832865712042
600	12	m	0	1	1993	164	5.638542294028447
601	8	m	1	3	1993	164	3.5964901829421057
606	2	f	2	2	1993	164	4.073727220222699
608	6	f	1	1	1993	164	NA
610	1	m	1	2	1993	164	0.7675821296425975
612	10	f	2	2	1993	164	7.806897770133892
616	1	f	1	2	1993	164	4.266699759136579
622	7	f	0	1	1993	164	7.836334010876221
635	10	m	0	2	1993	164	5.4587619238753735
636	6	f	0	1	1993	164	6.5734722446788885
645	2	f	2	2	1993	164	3.5839163353858456
649	3	f	1	1	1993	164	3.681595519203018
662	7	m	2	2	1993	164	3.748049037539098
664	0	m	1	2	1993	164	0.42823003975235685
669	3	m	2	1	1993	164	2.672495894645544
676	8	f	1	3	1993	164	NA
678	4	f	2	2	1993	164	6.784954205372587
680	7	f	0	1	1993	164	6.688444377103622
702	0	m	2	3	1993	164	0.7739093574454667
703	1	m	1	2	1993	164	0.5821377025498923
708	7	m	2	3	1993	164	3.4418122541577336
711	7	f	1	1	1993	164	7.31953398611279
717	0	m	0	3	1993	164	2.8838041996554162
726	2	f	0	2	1993	164	2.8750741180296586
735	7	f	1	3	1993	164	NA
741	10	m	2	1	1993	164	5.1886241688646155
750	2	m	2	3	1993	164	3.635837806676226
758	13	m	1	2	1993	164	7.600591344767395
764	0	f	2	3	1993	164	3.529216927804441
767	12	m	0	3	1993	164	6.3901111231093655
769	6	m	1	2	1993	164	3.9373151828945163
775	1	m	0	3	1993	164	2.304997312689274
779	9	f	0	2	1993	164	7.712236268697058
782	7	m	0	3	1993	164	3.7255601468771613
783	8	f	0	1	1993	164	6.77736849601076
786	4	f	2	1	1993	164	4.818005934829377
790	0	f	0	1	1993	164	3.5599798292737512
794	7	f	2	1	1993	164	NA
804	0	m	0	3	1993	164	1.467130376233162
814	3	m	0	1	1993	164	NA
822	5	m	1	1	1993	164	4.163715076523596
825	12	m	2	2	1993	164	6.925765575714132
827	0	m	0	2	1993	164	1.0589158497383664
829	4	f	2	2	1993	164	NA
831	1	m	0	2	1993	164	1.415756599107735
833	3	m	0	2	1993	164	2.9450017448430637
834	9	m	0	2	1993	164	4.050214067562268
848	11	m	1	1	1993	164	6.718533277955648
852	8	m	2	2	1993	164	3.5822269885232263
853	11	m	2	1	1993	164	NA
854	13	m	1	2	1993	164	6.571061874039616
855	9	m	1	3	1993	164	5.595017028942742
864	3	f	1	1	1993	164	4.682870134995696
866	7	m	0	2	1993	164	5.716634331358551
873	12	f	2	3	1993	164	NA
874	5	m	1	1	1993	164	3.6673298534485927
875	0	m	2	2	1993	164	1.3717972602790438
877	1	m	0	2	1993	164	1.2529462227062538
2	12	f	1	3	1994	155	7.320905895841327
7	5	f	1	2	1994	155	5.060345202473486
10	11	f	1	1	1994	155	6.8863155435545425
11	4	f	2	3	1994	155	5.160380055059778
17	1	m	1	1	1994	155	3.216550989028534
22	10	m	2	3	1994	155	5.3444217696434055
25	8	f	2	1	1994	155	6.656978629639781
29	8	f	2	1	1994	155	5.823684499272167
31	12	m	0	3	1994	155	5.3711528511532105
32	2	f	2	1	1994	155	5.0606244729984
34	8	f	1	1	1994	155	7.965184888747649
36	7	m	2	1	1994	155	3.486734104313192
41	5	f	2	1	1994	155	4.827955538736741
42	1	m	1	1	1994	155	1.2663269833129411
47	3	m	1	2	1994	155	1.6381056105770706
55	6	m	2	2	1994	155	3.7334370039762486
60	2	f	0	3	1994	155	3.2111901018651023
64	5	m	0	1	1994	155	5.048806642171372
69	4	m	1	2	1994	155	4.6790240800910965
77	2	m	0	3	1994	155	1.9345587875456762
80	2	f	2	3	1994	155	3.7144657148342155
87	0	f	2	1	1994	155	NA
92	3	m	2	1	1994	155	1.911636122350758
97	3	f	2	2	1994	155	5.693678895019661
104	4	m	1	2	1994	155	2.7039527163245185
105	8	f	2	3	1994	155	5.512394590688384
107	2	m	0	3	1994	155	2.65250876549201
109	2	m	2	1	1994	155	NA
110	5	m	1	1	1994	155	4.587468159792252
111	5	f	1	2	1994	155	6.336194065216762
116	0	m	2	1	1994	155	1.4076668769997989
125	1	m	0	2	1994	155	2.9089905706451464
126	0	m	0	2	1994	155	2.360303085620987
127	6	f	0	2	1994	155	4.578762188596097
136	3	m	2	1	1994	155	3.2308286887276285
140	0	f	1	3	1994	155	2.7870908086684825
149	5	f	0	3	1994	155	6.072934334074359
161	0	m	2	3	1994	155	2.3382266416248303
164	3	f	0	3	1994	155	NA
179	1	m	1	1	1994	155	1.2872731069016308
185	11	m	2	3	1994	155	6.718670568000674
188	1	m	2	3	1994	155	2.1078682973816303
190	11	m	1	2	1994	155	6.9455145964208365
194	8	m	0	1	1994	155	2.6080332790628553
202	9	f	2	2	1994	155	8.524482885057875
221	14	f	1	2	1994	155	8.522652326927549
228	8	f	2	2	1994	155	7.432325657408622
235	0	m	2	1	1994	155	1.5395876323935243
237	2	f	0	3	1994	155	4.606261187593465
239	8	f	1	3	1994	155	6.283602777807008
248	2	f	1	3	1994	155	2.447183955585034
257	12	m	0	3	1994	155	6.131308587942415
259	4	m	2	2	1994	155	4.660603079675809
261	2	f	1	3	1994	155	4.722120545532484
266	4	f	2	2	1994	155	5.383797676199877
277	7	m	0	1	1994	155	4.611077982946643
288	8	m	1	3	1994	155	4.268062366568664
299	8	m	2	1	1994	155	4.340241302554825
304	9	f	0	2	1994	155	7.785948984635137
313	0	m	1	3	1994	155	2.3728327661906663
321	8	f	0	3	1994	155	6.292321108944825
322	6	m	2	1	1994	155	2.6772452331861025
323	5	f	2	2	1994	155	5.777044096875639
326	6	m	0	1	1994	155	4.805011129346449
328	2	f	2	2	1994	155	6.036244871191331
331	1	m	0	3	1994	155	3.258546982180847
337	5	f	2	3	1994	155	5.825910725592376
350	2	m	1	1	1994	155	2.698829769788147
353	4	f	1	1	1994	155	5.691251552038831
355	0	m	2	3	1994	155	2.9475520592125184
356	3	f	2	1	1994	155	4.180037467537459
357	2	m	0	1	1994	155	2.054366631589285
375	0	f	1	3	1994	155	3.3399061535590095
377	10	f	2	2	1994	155	7.546559179323181
381	13	m	2	1	1994	155	8.419498304873532
387	4	m	1	3	1994	155	1.4763934366147538
393	8	m	1	1	1994	155	NA
394	3	m	2	1	1994	155	2.635518317378371
399	7	f	2	2	1994	155	NA
405	1	m	0	3	1994	155	3.3055275305756693
407	7	f	1	3	1994	155	7.156168144796616
410	0	f	1	2	1994	155	3.6450451732680977
414	7	m	1	1	1994	155	3.453667397535946
430	2	f	1	1	1994	155	5.343685528411157
449	11	f	1	1	1994	155	7.862641646767013
459	0	f	1	3	1994	155	3.620464461761748
461	1	f	2	2	1994	155	4.451532887794827
462	9	f	2	3	1994	155	6.20556196035805
464	2	m	1	2	1994	155	2.5484118833132854
471	4	m	2	2	1994	155	2.8030836472208214
490	3	m	1	1	1994	155	2.6221459533390443
493	3	f	2	2	1994	155	NA
497	4	m	2	3	1994	155	2.2588248870308685
503	0	f	1	1	1994	155	2.133917721752281
518	12	f	2	1	1994	155	8.237661625035006
520	6	m	2	3	1994	155	5.081683138511403
524	5	m	2	3	1994	155	3.0034792191730655
527	13	f	1	3	1994	155	8.24288684269192
529	0	m	2	2	1994	155	1.9604424691716709
541	0	f	1	3	1994	155	3.5124742244892895
543	7	m	0	3	1994	155	5.573932413658314
544	7	m	1	3	1994	155	4.972943544227927
549	6	m	2	1	1994	155	4.7209656513442635
551	5	m	0	1	1994	155	2.4666419374235096
552	4	m	0	1	1994	155	3.3229465301817727
553	3	m	2	2	1994	155	3.39221188754886
556	1	m	1	3	1994	155	3.7246062592603173
558	1	m	2	2	1994	155	NA
576	3	m	2	2	1994	155	3.8738812988093474
578	8	m	2	3	1994	155	3.676667487048253
579	1	f	2	1	1994	155	NA
585	2	f	1	2	1994	155	5.626371517504295
592	10	m	0	1	1994	155	5.353456307079869
594	9	m	0	1	1994	155	4.986553064202861
599	6	m	0	3	1994	155	4.567817585171243
601	9	m	0	3	1994	155	4.503780208475972
608	7	f	0	1	1994	155	7.012156640421656
610	2	m	0	2	1994	155	1.5482702448696488
612	11	f	0	2	1994	155	8.176097393786353
616	2	f	0	2	1994	155	4.600422361651504
622	8	f	1	1	1994	155	7.353551528738649
635	11	m	0	2	1994	155	5.816103079188854
636	7	f	1	1	1994	155	NA
645	3	f	0	2	1994	155	NA
649	4	f	1	1	1994	155	4.540337648039298
662	8	m	1	2	1994	155	5.271501154262588
664	1	m	0	2	1994	155	1.3918149987751072
669	4	m	1	1	1994	155	NA
676	9	f	2	3	1994	155	NA
678	5	f	1	2	1994	155	5.558646951761375
680	8	f	2	1	1994	155	5.266869968055589
702	1	m	2	3	1994	155	2.1592456595786156
703	2	m	0	2	1994	155	2.023895892400998
708	8	m	1	3	1994	155	4.3345888472133565
711	8	f	1	1	1994	155	6.273752586004954
712	0	f	2	2	1994	155	4.78734846547746
717	1	m	2	3	1994	155	3.7557554992751774
724	0	f	0	2	1994	155	3.2289282570630933
726	3	f	1	2	1994	155	4.89895555188066
735	8	f	2	3	1994	155	7.324469589240808
741	11	m	2	1	1994	155	6.284829879176333
750	3	m	1	3	1994	155	2.966469076849699
758	14	m	0	2	1994	155	6.7302814581278225
764	1	f	1	3	1994	155	3.9979420210309544
770	0	m	2	3	1994	155	1.7358371473386864
774	0	f	1	3	1994	155	4.810088709885574
775	2	m	0	3	1994	155	2.4973440981917787
779	10	f	1	2	1994	155	7.286283471067488
782	8	m	2	3	1994	155	2.782009397212839
783	9	f	0	1	1994	155	7.143636976248931
786	5	f	2	1	1994	155	6.584125996760263
790	1	f	2	1	1994	155	3.7276384802140505
794	8	f	1	1	1994	155	6.472842061509352
796	0	f	2	1	1994	155	1.8792838823955682
800	0	f	1	2	1994	155	4.951159775118109
804	1	m	1	3	1994	155	1.4952995682641634
814	4	m	0	1	1994	155	3.990908167165478
822	6	m	2	1	1994	155	4.675537518217617
825	13	m	0	2	1994	155	8.19862649650892
827	1	m	0	2	1994	155	1.7095225398916032
829	5	f	1	2	1994	155	4.628549333272426
831	2	m	0	2	1994	155	1.8048302463070085
833	4	m	2	2	1994	155	NA
834	10	m	1	2	1994	155	5.917228173805903
848	12	m	2	1	1994	155	6.802476502344122
849	0	f	0	3	1994	155	2.1076905301082736
852	9	m	1	2	1994	155	4.992955250314277
855	10	m	2	3	1994	155	5.31974144869488
860	0	m	2	2	1994	155	1.6517740732797646
864	4	f	0	1	1994	155	4.6441036403664055
866	8	m	0	2	1994	155	5.2141659344572915
873	13	f	2	3	1994	155	8.176980521640193
874	6	m	0	1	1994	155	3.3257497847374786
875	1	m	1	2	1994	155	1.5559645447534
877	2	m	2	2	1994	155	2.481904947206499
2	13	f	1	3	1995	129	8.744877683754696
7	6	f	1	2	1995	129	NA
10	12	f	0	1	1995	129	8.775865760081974
11	5	f	1	3	1995	129	5.602260859230871
13	0	m	0	3	1995	129	2.305544871559322
17	2	m	2	1	1995	129	4.871596856302961
22	11	m	2	3	1995	129	7.196556253269574
25	9	f	0	1	1995	129	6.325416306657127
29	9	f	2	1	1995	129	NA
31	13	m	2	3	1995	129	8.222717204867259
32	3	f	1	1	1995	129	NA
34	9	f	1	1	1995	129	8.244625345379617
41	6	f	1	1	1995	129	6.162095078774898
42	2	m	0	1	1995	129	NA
47	4	m	2	2	1995	129	3.227610960469094
48	0	f	1	2	1995	129	5.1201092731933
55	7	m	1	2	1995	129	5.954590114993539
59	0	m	1	1	1995	129	2.878142791505275
60	3	f	2	3	1995	129	3.993482247243602
64	6	m	0	1	1995	129	5.937085536898053
69	5	m	1	2	1995	129	4.1897522736417345
73	0	f	2	1	1995	129	NA
77	3	m	1	3	1995	129	4.569405891843944
80	3	f	2	3	1995	129	4.983434442812692
87	1	f	2	1	1995	129	4.30415839029532
92	4	m	2	1	1995	129	3.218448746295426
97	4	f	0	2	1995	129	NA
100	0	f	1	2	1995	129	NA
102	0	m	0	2	1995	129	NA
105	9	f	1	3	1995	129	7.780312301092127
109	3	m	0	1	1995	129	3.6850712079737544
110	6	m	1	1	1995	129	5.427675503620376
111	6	f	1	2	1995	129	6.158407402799493
116	1	m	1	1	1995	129	3.0467945050941405
125	2	m	0	2	1995	129	4.536977500924966
126	1	m	1	2	1995	129	4.010330092879012
127	7	f	0	2	1995	129	6.241575039589694
134	0	f	2	1	1995	129	4.119043504817261
136	4	m	0	1	1995	129	4.71589370198024
140	1	f	1	3	1995	129	3.702666021952594
149	6	f	1	3	1995	129	6.496235913623098
161	1	m	0	3	1995	129	3.8042155601634375
164	4	f	1	3	1995	129	NA
179	2	m	0	1	1995	129	2.3349913636436024
185	12	m	0	3	1995	129	8.35547429136541
188	2	m	1	3	1995	129	3.706084651480935
194	9	m	0	1	1995	129	4.642920802939015
202	10	f	1	2	1995	129	9.144331309242821
221	15	f	0	2	1995	129	9.580287892366302
228	9	f	0	2	1995	129	NA
235	1	m	0	1	1995	129	2.120394772321718
237	3	f	2	3	1995	129	4.641567177445044
239	9	f	2	3	1995	129	NA
248	3	f	2	3	1995	129	4.385897532985793
259	5	m	1	2	1995	129	6.188660544608192
261	3	f	0	3	1995	129	NA
266	5	f	1	2	1995	129	7.101430320382143
277	8	m	1	1	1995	129	6.304891874287877
278	0	m	1	3	1995	129	3.074459511208496
288	9	m	1	3	1995	129	6.534143181420135
299	9	m	1	1	1995	129	6.25168090093034
304	10	f	2	2	1995	129	8.215321927215575
313	1	m	2	3	1995	129	3.7141790923214777
321	9	f	1	3	1995	129	NA
322	7	m	0	1	1995	129	3.8820304878398098
323	6	f	0	2	1995	129	6.370968165168546
326	7	m	0	1	1995	129	6.02857050069026
328	3	f	0	2	1995	129	5.327567795910611
350	3	m	0	1	1995	129	3.6935443981186182
353	5	f	2	1	1995	129	7.187224566700333
355	1	m	1	3	1995	129	3.9031455695500483
356	4	f	0	1	1995	129	6.0297322417568875
357	3	m	2	1	1995	129	4.3007202633553785
375	1	f	2	3	1995	129	4.838886980922482
377	11	f	2	2	1995	129	7.949289022507549
381	14	m	0	1	1995	129	8.120254757576053
387	5	m	2	3	1995	129	3.9054330906868295
393	9	m	0	1	1995	129	7.951348591254894
394	4	m	2	1	1995	129	3.006114670950328
399	8	f	1	2	1995	129	7.980330718260819
401	0	m	0	1	1995	129	1.4998108297035593
405	2	m	1	3	1995	129	3.661229979742075
407	8	f	0	3	1995	129	7.982500837978612
410	1	f	0	2	1995	129	4.474116192228648
414	8	m	1	1	1995	129	5.963650806323007
418	0	m	1	2	1995	129	1.882647666625257
430	3	f	2	1	1995	129	6.59297079320622
449	12	f	1	1	1995	129	NA
459	1	f	0	3	1995	129	5.599117729090321
461	2	f	0	2	1995	129	5.369248658783476
464	3	m	0	2	1995	129	2.684891821896098
471	5	m	0	2	1995	129	3.9603554189646957
486	0	m	1	3	1995	129	2.508397256847971
490	4	m	1	1	1995	129	4.077636849914548
492	0	f	1	3	1995	129	3.730262892692036
497	5	m	1	3	1995	129	4.305788159706408
503	1	f	2	1	1995	129	3.9794546322833177
513	0	m	0	2	1995	129	2.359816062610544
515	0	f	0	1	1995	129	4.602039725057109
520	7	m	0	3	1995	129	NA
524	6	m	2	3	1995	129	4.194005405456297
529	1	m	2	2	1995	129	2.844474098199844
540	0	f	2	2	1995	129	3.9266997964824886
541	1	f	1	3	1995	129	3.6473430094270625
543	8	m	2	3	1995	129	6.457394800423013
544	8	m	0	3	1995	129	5.896019691819782
551	6	m	1	1	1995	129	4.590005595512389
552	5	m	1	1	1995	129	5.030891009058393
553	4	m	1	2	1995	129	5.618263876699024
556	2	m	0	3	1995	129	4.056130110418793
558	2	m	2	2	1995	129	3.9039526370733273
577	0	f	0	3	1995	129	3.665486042160538
578	9	m	1	3	1995	129	NA
579	2	f	2	1	1995	129	NA
592	11	m	2	1	1995	129	6.490756435022185
593	0	m	2	2	1995	129	3.0402341734719633
594	10	m	1	1	1995	129	5.971353982724277
599	7	m	0	3	1995	129	5.479856974807421
601	10	m	2	3	1995	129	6.0801009984521945
605	0	m	0	2	1995	129	2.9095618056945542
608	8	f	2	1	1995	129	8.010945540390322
610	3	m	1	2	1995	129	2.124606067035571
612	12	f	0	2	1995	129	9.110238503930644
616	3	f	0	2	1995	129	5.879707233070582
622	9	f	1	1	1995	129	8.856942835799025
635	12	m	1	2	1995	129	7.370096031506199
636	8	f	1	1	1995	129	6.781631606940747
644	0	f	1	2	1995	129	3.93603013041122
645	4	f	1	2	1995	129	4.111853937371245
649	5	f	2	1	1995	129	5.251885095655379
662	9	m	0	2	1995	129	7.772257876468298
664	2	m	0	2	1995	129	3.4299467338548424
669	5	m	0	1	1995	129	4.900971512492994
676	10	f	2	3	1995	129	8.081991788736264
678	6	f	0	2	1995	129	7.4514770053333175
680	9	f	0	1	1995	129	8.03730569886032
702	2	m	1	3	1995	129	2.984277108802279
703	3	m	2	2	1995	129	2.3030576140143424
708	9	m	0	3	1995	129	6.366767714319187
711	9	f	0	1	1995	129	7.752363535727544
712	1	f	1	2	1995	129	5.121625272784768
717	2	m	1	3	1995	129	5.2974739088179765
724	1	f	2	2	1995	129	4.46354450357048
726	4	f	0	2	1995	129	5.449168652920735
741	12	m	2	1	1995	129	7.67144531239255
750	4	m	2	3	1995	129	5.302239668832147
758	15	m	1	2	1995	129	8.493952189601028
764	2	f	1	3	1995	129	3.609446124049614
770	1	m	2	3	1995	129	2.9588208659640123
775	3	m	0	3	1995	129	3.3196896547662202
779	11	f	0	2	1995	129	9.514315632399066
782	9	m	2	3	1995	129	5.102672563247907
783	10	f	0	1	1995	129	8.683845520455206
786	6	f	2	1	1995	129	NA
787	0	f	1	1	1995	129	4.603883720084587
790	2	f	1	1	1995	129	5.094370391955293
794	9	f	1	1	1995	129	7.926275083672913
796	1	f	2	1	1995	129	3.4775097452749515
800	1	f	1	2	1995	129	5.523559916312688
804	2	m	2	3	1995	129	3.3794345225571734
809	0	m	2	1	1995	129	2.5595649980488058
814	5	m	2	1	1995	129	4.8448520281329825
816	0	f	0	1	1995	129	4.497142195151764
825	14	m	2	2	1995	129	9.13314499846183
826	0	m	1	1	1995	129	1.9336709366334797
827	2	m	1	2	1995	129	3.37265252282533
829	6	f	1	2	1995	129	5.770740715129796
831	3	m	2	2	1995	129	2.9378492836051593
833	5	m	1	2	1995	129	4.8139972347158455
834	11	m	0	2	1995	129	6.901955008310388
836	0	m	0	1	1995	129	4.0827000138308245
848	13	m	0	1	1995	129	NA
849	1	f	0	3	1995	129	4.394470932681393
852	10	m	2	2	1995	129	6.485080798368869
855	11	m	0	3	1995	129	6.798388814588114
860	1	m	2	2	1995	129	3.1336105177800895
864	5	f	1	1	1995	129	6.105179132414244
873	14	f	0	3	1995	129	9.449295477210304
874	7	m	0	1	1995	129	NA
875	2	m	2	2	1995	129	3.8138059428633255
877	3	m	1	2	1995	129	3.7275307202412384
2	14	f	0	3	1996	157	10.006404280797446
7	7	f	2	2	1996	157	6.105651147953508
10	13	f	2	1	1996	157	10.194102699740583
11	6	f	0	3	1996	157	6.2430202805982304
12	0	m	2	3	1996	157	1.7870243702817037
13	1	m	0	3	1996	157	NA
17	3	m	2	1	1996	157	NA
22	12	m	1	3	1996	157	6.394115691295355
27	0	f	1	3	1996	157	4.0310183247578175
29	10	f	2	1	1996	157	7.644868222659723
31	14	m	2	3	1996	157	7.347499661872607
32	4	f	1	1	1996	157	6.286924839643678
34	10	f	0	1	1996	157	10.358025909512113
41	7	f	1	1	1996	157	7.160488138673708
42	3	m	1	1	1996	157	2.7577492704835556
47	5	m	2	2	1996	157	2.245762771990767
48	1	f	0	2	1996	157	6.441899422646031
55	8	m	1	2	1996	157	5.254057281087755
59	1	m	0	1	1996	157	3.540395519391845
60	4	f	0	3	1996	157	5.389362127054633
64	7	m	0	1	1996	157	6.398551788151798
66	0	m	0	1	1996	157	3.0833438631367107
69	6	m	0	2	1996	157	5.35612156059594
73	1	f	1	1	1996	157	6.324139169826142
77	4	m	0	3	1996	157	3.727875855248421
80	4	f	2	3	1996	157	4.654575159814152
87	2	f	1	1	1996	157	NA
92	5	m	1	1	1996	157	3.725481251347273
96	0	m	2	1	1996	157	2.8023634789268157
97	5	f	0	2	1996	157	6.658711830134892
99	0	m	2	1	1996	157	0.6917129725480128
100	1	f	1	2	1996	157	4.401871689289101
102	1	m	2	2	1996	157	2.1514557585996568
105	10	f	1	3	1996	157	8.115384543448219
109	4	m	1	1	1996	157	4.539289552299197
110	7	m	2	1	1996	157	6.141116157582216
111	7	f	0	2	1996	157	6.852255827513213
116	2	m	0	1	1996	157	2.879705030161258
122	0	m	1	3	1996	157	2.293680983691603
124	0	m	2	2	1996	157	3.8530486731962728
125	3	m	2	2	1996	157	4.75105847505287
126	2	m	1	2	1996	157	5.189452550902003
127	8	f	2	2	1996	157	7.064699565338515
134	1	f	1	1	1996	157	3.9568961972247
136	5	m	2	1	1996	157	4.863389281032721
140	2	f	0	3	1996	157	4.449822013005292
149	7	f	0	3	1996	157	NA
161	2	m	0	3	1996	157	4.183930380078068
164	5	f	0	3	1996	157	NA
170	0	f	0	1	1996	157	3.8409350289157884
179	3	m	0	1	1996	157	NA
184	0	m	0	1	1996	157	3.037529908817201
188	3	m	0	3	1996	157	4.369547069763168
194	10	m	1	1	1996	157	4.736200077676813
221	16	f	0	2	1996	157	9.214719312094937
235	2	m	1	1	1996	157	NA
237	4	f	1	3	1996	157	5.072522846605989
239	10	f	2	3	1996	157	7.895986681790209
248	4	f	2	3	1996	157	4.792675741467273
259	6	m	2	2	1996	157	6.235705723584547
261	4	f	1	3	1996	157	5.41169312027957
266	6	f	2	2	1996	157	7.358297774529465
277	9	m	0	1	1996	157	7.294733511450176
278	1	m	1	3	1996	157	1.9222426050035655
280	0	m	0	3	1996	157	4.414908122458024
288	10	m	0	3	1996	157	NA
296	0	f	0	2	1996	157	3.787792172966561
299	10	m	0	1	1996	157	6.833110818148798
304	11	f	1	2	1996	157	7.967706152367174
313	2	m	2	3	1996	157	3.669020880431236
321	10	f	1	3	1996	157	8.195508961344952
322	8	m	1	1	1996	157	5.221071682433638
323	7	f	2	2	1996	157	7.673489807702072
326	8	m	0	1	1996	157	6.538621707788371
328	4	f	1	2	1996	157	5.894651028628061
350	4	m	0	1	1996	157	3.652575303750592
353	6	f	2	1	1996	157	7.215591615963488
356	5	f	2	1	1996	157	6.38020466636974
357	4	m	0	1	1996	157	NA
358	0	f	0	2	1996	157	2.408546012887313
375	2	f	1	3	1996	157	4.6521236405290995
377	12	f	2	2	1996	157	9.024208786032531
393	10	m	0	1	1996	157	8.741307352242837
394	5	m	2	1	1996	157	4.851029967773587
399	9	f	0	2	1996	157	8.196707800828074
401	1	m	0	1	1996	157	3.4926894752090227
407	9	f	2	3	1996	157	8.920679906581242
410	2	f	2	2	1996	157	5.170585788402205
414	9	m	0	1	1996	157	6.522158467875234
418	1	m	0	2	1996	157	3.2375416257429777
430	4	f	1	1	1996	157	6.603867204789099
441	0	f	0	2	1996	157	NA
449	13	f	1	1	1996	157	9.702694009113877
459	2	f	1	3	1996	157	5.835485697320868
461	3	f	1	2	1996	157	6.141530024109693
464	4	m	1	2	1996	157	3.79893825686207
471	6	m	2	2	1996	157	4.760889648974267
486	1	m	0	3	1996	157	1.0491712251107097
490	5	m	0	1	1996	157	4.038300941467339
492	1	f	0	3	1996	157	4.960292338770136
497	6	m	0	3	1996	157	NA
513	1	m	0	2	1996	157	2.913762547397684
515	1	f	1	1	1996	157	5.3790444177007934
520	8	m	0	3	1996	157	6.938323788505984
524	7	m	2	3	1996	157	NA
529	2	m	2	2	1996	157	4.0340250220032665
540	1	f	2	2	1996	157	5.509899369578932
541	2	f	0	3	1996	157	4.5327240313648325
543	9	m	1	3	1996	157	NA
544	9	m	1	3	1996	157	6.202424947732626
551	7	m	1	1	1996	157	5.500490872969808
552	6	m	2	1	1996	157	NA
553	5	m	1	2	1996	157	NA
556	3	m	1	3	1996	157	4.2395921039967455
558	3	m	1	2	1996	157	3.1124638175846884
577	1	f	0	3	1996	157	4.424200354911205
579	3	f	1	1	1996	157	NA
593	1	m	0	2	1996	157	2.3357636868929847
594	11	m	0	1	1996	157	6.976594992888783
599	8	m	1	3	1996	157	5.859308761180401
601	11	m	2	3	1996	157	6.2863748276682285
603	0	f	1	1	1996	157	4.944600971845337
605	1	m	1	2	1996	157	1.5259452109721103
612	13	f	2	2	1996	157	9.80886684542289
616	4	f	2	2	1996	157	NA
622	10	f	2	1	1996	157	9.163264969403507
626	0	m	2	1	1996	157	2.1100641582454998
635	13	m	1	2	1996	157	6.704228174577441
636	9	f	0	1	1996	157	7.164426118777101
639	0	m	1	1	1996	157	NA
640	0	m	0	1	1996	157	2.7637014760527707
645	5	f	2	2	1996	157	4.208598143874526
649	6	f	0	1	1996	157	5.476507601461338
662	10	m	2	2	1996	157	7.635033505704797
664	3	m	1	2	1996	157	3.7977821837254115
669	6	m	0	1	1996	157	5.002804294852073
678	7	f	0	2	1996	157	7.649718177879776
680	10	f	0	1	1996	157	7.992529992673492
691	0	f	1	3	1996	157	2.5914393855225053
702	3	m	1	3	1996	157	NA
703	4	m	1	2	1996	157	4.438010274968724
708	10	m	2	3	1996	157	5.94545307866467
711	10	f	2	1	1996	157	8.25644742724622
712	2	f	0	2	1996	157	6.442290579366227
717	3	m	0	3	1996	157	5.018103175655363
718	0	m	0	1	1996	157	2.830142019918502
724	2	f	1	2	1996	157	5.502283904978453
726	5	f	0	2	1996	157	5.508929604577299
731	0	m	0	2	1996	157	2.9711073462016038
741	13	m	0	1	1996	157	6.9677426581391755
743	0	f	1	1	1996	157	5.322236658656765
750	5	m	1	3	1996	157	4.1191925804296226
758	16	m	2	2	1996	157	7.834554516228955
764	3	f	0	3	1996	157	4.799290211288557
770	2	m	2	3	1996	157	3.3529169440262683
775	4	m	0	3	1996	157	4.373780976624829
779	12	f	2	2	1996	157	9.642678062202053
782	10	m	0	3	1996	157	5.999934039745595
783	11	f	2	1	1996	157	8.748355424759874
786	7	f	1	1	1996	157	5.8290535508998
787	1	f	0	1	1996	157	6.3865777111042865
790	3	f	2	1	1996	157	5.514603385381877
796	2	f	1	1	1996	157	3.9209093606598393
800	2	f	0	2	1996	157	5.346520209852321
809	1	m	0	1	1996	157	2.819235127417139
814	6	m	2	1	1996	157	5.507525024506304
816	1	f	1	1	1996	157	NA
818	0	f	2	3	1996	157	4.796499997597088
825	15	m	2	2	1996	157	9.397499585456723
826	1	m	2	1	1996	157	2.2791117364378577
827	3	m	1	2	1996	157	3.622339704701404
828	0	f	2	3	1996	157	NA
829	7	f	1	2	1996	157	6.891691538618505
831	4	m	2	2	1996	157	5.519780416063267
833	6	m	2	2	1996	157	5.690470706394156
834	12	m	0	2	1996	157	NA
836	1	m	0	1	1996	157	NA
848	14	m	2	1	1996	157	8.356738998825442
849	2	f	1	3	1996	157	NA
852	11	m	1	2	1996	157	6.5138060467684245
855	12	m	1	3	1996	157	7.180125492119849
856	0	f	1	3	1996	157	NA
860	2	m	2	2	1996	157	3.0707055885278582
864	6	f	2	1	1996	157	7.476053723143729
873	15	f	2	3	1996	157	10.2155231149496
874	8	m	0	1	1996	157	5.497587050965735
875	3	m	0	2	1996	157	NA
877	4	m	0	2	1996	157	3.2891394820685003
2	15	f	1	3	1997	152	9.54714492152361
7	8	f	0	2	1997	152	6.312522070858165
